name,rating,cuisines,address,cost_for_two,timings,link
Bikanervala,3.3,", , View Gallery",,₹500 for two people (approx.),"Bikanervala
3.3
19
Dining Ratings
4.3
5,582
Delivery Ratings
Mithai, North Indian, South Indian, Street Food, Fast Food, Juices, Beverages
Gram Mehalgaon, Green Park, Padav, Near Kala Vithika, City Center, Gwalior
Open now
8am – 12midnight (Today)
₹500 for two
+919522093000
+1 more",https://www.zomato.com/gwalior/bikanervala-city-center/info
Pizza Central,3.2,", , View Gallery",,₹300 for two people (approx.),"Pizza Central
3.2
4
Dining Ratings
3.3
24
Delivery Ratings
Pizza
Opposite Chaudhary Boot House, Morar, Gwalior
Closes in 19 minutes
11:30am – 9:45pm (Today)
₹300 for two
+917772037489",https://www.zomato.com/gwalior/pizza-central-morar/info
845 Caffetrow,2.6,", , View Gallery",,₹250 for two people (approx.),"845 Caffetrow
2.6
4
Dining Ratings
3.2
17
Delivery Ratings
Chinese, Fast Food, Street Food, Beverages
Ground Floor, Shubh Ashish Apartment, Patel Nagar, City Center, Gwalior
Open now
24 Hours (Today)
₹250 for two
+917000031614",https://www.zomato.com/gwalior/845-caffetrow-city-center/info
Shahi Sweets,-,", , View Gallery",,₹400 for two people (approx.),"Shahi Sweets
-
0
Dining Ratings
4.0
26
Delivery Ratings
Mithai, Street Food, Desserts
A 237, Patel Nagar, Green Garden Road, City Center, Gwalior
Closed
Opens tomorrow at 12noon
₹400 for two
+919111333929
+1 more",https://www.zomato.com/gwalior/shahi-sweets-1-city-center/info
Jain's Sita Rasoi,3.3,", , View Gallery",,₹450 for two people (approx.),"Jain's Sita Rasoi
3.3
5
Dining Ratings
3.7
141
Delivery Ratings
North Indian, Chinese, Fast Food
Mall Road, Near Maternity Hospital, Morar, Gwalior
Closes in 1 hour 34 minutes
10:30am – 11pm (Today)
₹450 for two
+918191024000",https://www.zomato.com/gwalior/jains-sita-rasoi-morar/info
Waffles Pizza Company,2.8,", , View Gallery",,₹400 for two people (approx.),"Waffles Pizza Company
2.8
11
Dining Ratings
4.0
760
Delivery Ratings
Fast Food, Pizza, Desserts
G-1, Ground Floor, Om Sai Complex, Maina Wali Gali, Lashkar, Gwalior
Closes in 1 hour 34 minutes
11am – 11pm (Today)
₹400 for two
+919806758256",https://www.zomato.com/gwalior/waffles-pizza-company-lashkar/info
Nescafe,-,", , View Gallery",,₹500 for two people (approx.),"Nescafe
-
0
Dining Ratings
3.6
66
Delivery Ratings
Cafe, Pizza, Burger, Pasta, Sandwich, Fast Food, Shake, Beverages
46, 7 Chauraha, Kalpana Nagar, Morar, Gwalior
Closes in 34 minutes
11:30am – 10pm (Today)
₹500 for two
+919039151039",https://www.zomato.com/gwalior/nescafe-morar/info
Cakes And Cravings,-,", , View Gallery",,₹300 for two people (approx.),"Cakes And Cravings
-
0
Dining Ratings
4.3
81
Delivery Ratings
Bakery, Desserts, Street Food, Fast Food
G-2, Sugandha Apartment, Govindpuri, Mahalgaon, Gwalior
Closes in 49 minutes
11am – 10:15pm (Today)
₹300 for two
+917898269646",https://www.zomato.com/gwalior/cakes-and-cravings-mahalgaon/info
Alfredo's Pizza,3.2,", , View Gallery",,₹300 for two people (approx.),"Alfredo's Pizza
3.2
4
Dining Ratings
4.3
57
Delivery Ratings
Pizza, Burger, Fast Food
Opposite Rekha Medical, Lashkar, Gwalior
Closes in 1 hour 33 minutes
5pm – 11pm (Today)
₹300 for two
+918871389187",https://www.zomato.com/gwalior/alfredos-pizza-lashkar/info
Indian Shake,3.0,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Indian Shake
3.0
14
Dining Ratings
4.3
182
Delivery Ratings
Fast Food, Juices
Thatipur Kumar Pura, Opposite Dwarka Dhees Mandir, Near Om Hospital, City Center, Gwalior
Closes in 1 hour 33 minutes
10am – 11pm (Today)
₹250 for two
+918827247025",https://www.zomato.com/gwalior/indian-shake-city-center/info
Maggi Adda,-,", , View Gallery",,₹200 for two people (approx.),"Maggi Adda
-
3
Dining Ratings
4.0
31
Delivery Ratings
Fast Food, Street Food, Sandwich
MLB Colony, Padav, Lashkar, Gwalior
Closes in 18 minutes
11am – 9:45pm (Today)
₹200 for two
+918103207286",https://www.zomato.com/gwalior/maggi-adda-lashkar/info
One Bite,-,", , View Gallery",,₹300 for two people (approx.),"One Bite
-
0
Dining Ratings
3.6
72
Delivery Ratings
Burger, Pizza, Fast Food, Waffle, Beverages
Pani Ki Tanki, Pinto Park, Patel Plaza Airport Road, Deen Dayal Nagar, Gwalior
Open now
11am – 11:30pm (Today)
₹300 for two
+919482072587",https://www.zomato.com/gwalior/one-bite-deen-dayal-nagar/info
Haridwar Chotiwala,-,", , View Gallery",,₹450 for two people (approx.),"Haridwar Chotiwala
-
0
Dining Ratings
-
1
Delivery Ratings
North Indian, Chinese, Biryani, Beverages
Near Police Station, Padav, Lashkar, Gwalior
Closes in 1 hour 33 minutes
11am – 11pm (Today)
₹450 for two
+918964892600",https://www.zomato.com/gwalior/haridwar-chotiwala-lashkar/info
Shri Ram Dabeli Center,-,", , View Gallery",,₹100 for two people (approx.),"Shri Ram Dabeli Center
-
3
Dining Ratings
4.4
197
Delivery Ratings
Maharashtrian, Street Food
Patankar Chouraha, Opposite Shivaji Park, Lashkar, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 33 minutes
11am – 11pm (Today)
₹100 for two
+918989826790",https://www.zomato.com/gwalior/shri-ram-dabeli-center-shinde-ki-chhawani/info
King Uncle,-,", , View Gallery",,₹500 for two people (approx.),"King Uncle
-
1
Dining Ratings
4.2
617
Delivery Ratings
Chinese, Pizza, Sandwich, Burger
Pool Bagh Choupati, Lashkar, Gwalior
Closes in 1 hour 3 minutes
5pm – 10:30pm (Today)
₹500 for two
+918871537834",https://www.zomato.com/gwalior/king-uncle-lashkar/info
Biryani Queen,-,", , View Gallery",,"₹1,000 for two people (approx.)","Biryani Queen
-
0
Dining Ratings
3.9
57
Delivery Ratings
Biryani, Rolls, Kebab, Beverages
Unit T-10, 3rd Floor, Birla Nagar, Gwalior
Closes in 1 hour 3 minutes
11:30am – 10:30pm (Today)
₹1,000 for two
+916267554996",https://www.zomato.com/gwalior/biryani-queen-birla-nagar/info
Momo Mafia,-,", , View Gallery",,₹400 for two people (approx.),"Momo Mafia
-
0
Dining Ratings
4.2
165
Delivery Ratings
Momos, Burger, Sandwich, Street Food
Vivekanand Nagar, Near Virasat E Punjab, City Center, Gwalior
Closes in 33 minutes
2pm – 10pm (Today)
₹400 for two
+919755284143",https://www.zomato.com/gwalior/momo-mafia-city-center/info
Shri Achleshwar Restaurant,-,", , ₹400 for two people (approx.)",,₹400 for two people (approx.),"Shri Achleshwar Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Pizza, Chinese
Guda Kaa Naka, Madhav Ganj, Gwalior
Closes in 33 minutes
10am – 10pm (Today)
₹400 for two
+918817712075",https://www.zomato.com/gwalior/shri-achleshwar-restaurant-1-lashkar/info
The Rolls King,-,", , View Gallery",,₹150 for two people (approx.),"The Rolls King
-
0
Dining Ratings
-
0
Delivery Ratings
Rolls, Chinese, Fast Food
Bijli Ghar Tiraya, Sector 4, Vinay Nagar, Gwalior
Closes in 1 hour 33 minutes
2pm – 11pm (Today)
₹150 for two
+918770172708",https://www.zomato.com/gwalior/the-rolls-king-vinay-nagar/info
Shree Khatu Shyam Family Restaurant,-,", , View Gallery",,₹350 for two people (approx.),"Shree Khatu Shyam Family Restaurant
-
2
Dining Ratings
4.0
22
Delivery Ratings
North Indian, Chinese, Pizza, Salad, Fast Food, South Indian, Ice Cream, Shake
161, Block O/4, Phase 2, Shatabdipuram, Near Scindia Statue, Deen Dayal Nagar, Gwalior
Open now
12:45pm – 11:45pm (Today)
₹350 for two
+918982224995",https://www.zomato.com/gwalior/shree-khatu-shyam-family-restaurant-deen-dayal-nagar/info
Momo Mafia,-,", , View Gallery",,₹200 for two people (approx.),"Momo Mafia
-
1
Dining Ratings
3.9
716
Delivery Ratings
Fast Food, Momos, Beverages
Sector 3, Urvai Gate, 100 Futa Road, Vinay Nagar, Gwalior
Closes in 3 minutes
11:30am – 9:30pm (Today)
₹200 for two
+919893518282",https://www.zomato.com/gwalior/momo-mafia-vinay-nagar/info
Angutha Chaap,-,", , View Gallery",,₹250 for two people (approx.),"Angutha Chaap
-
0
Dining Ratings
4.0
125
Delivery Ratings
North Indian, Biryani, Rolls
Govindpuri Road, Thatipur, Gwalior
Closes in 1 hour 17 minutes
3:45pm – 10:45pm (Today)
₹250 for two
+917987924394",https://www.zomato.com/gwalior/angutha-chaap-thatipur/info
Satkar Family Restaurant,-,", , View Gallery",,₹250 for two people (approx.),"Satkar Family Restaurant
-
2
Dining Ratings
-
0
Delivery Ratings
North Indian
Pinto Park, Opposite Power House, Deen Dayal Nagar, Gwalior
Closes in 1 hour 2 minutes
11:30am – 10:30pm (Today)
₹250 for two
+919893682280",https://www.zomato.com/gwalior/satkar-family-restaurant-deen-dayal-nagar/info
Dark Bite Cafe & Restaurant,-,", , View Gallery",,₹500 for two people (approx.),"Dark Bite Cafe & Restaurant
-
1
Dining Ratings
-
0
Delivery Ratings
Chinese, North Indian, Continental, Italian, Street Food, Ice Cream, Shake, Beverages
Near RK Guest House, Vinay Nagar, Gwalior
Closes in 32 minutes
10am – 10pm (Today)
₹500 for two
+916260416903",https://www.zomato.com/gwalior/dark-bite-cafe-restaurant-vinay-nagar/info
Ace Cafe,-,", , View Gallery",,₹300 for two people (approx.),"Ace Cafe
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Fast Food, Street Food, Beverages
Ashiyana Complex, Near Gurudwara, Shinde Ki Chhawani, Gwalior
Closes in 32 minutes
11am – 10pm (Today)
₹300 for two
+919977550503",https://www.zomato.com/gwalior/ace-cafe-shinde-ki-chhawani/info
Candle Light Cafe & Resto,-,", , View Gallery",,₹550 for two people (approx.),"Candle Light Cafe & Resto
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Fast Food, Continental, Sandwich, Rolls, Shake, Beverages
Ground Floor, Bhadouriya Vila, Maharana Pratap Nagar, City Center, Gwalior
Closes in 32 minutes
12noon – 10pm (Today)
₹550 for two
+918982510449",https://www.zomato.com/gwalior/candle-light-cafe-resto-city-center/info
MP07 Cafe And Restaurant,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"MP07 Cafe And Restaurant
-
1
Dining Ratings
-
1
Delivery Ratings
North Indian, Chinese, Ice Cream
House 42, Ground Floor, Manik Vilas Colony, City Center, Gwalior
Closes in 1 hour 32 minutes
9am – 11pm (Today)
₹300 for two
+919713037003",https://www.zomato.com/gwalior/mp07-cafe-and-restaurant-city-center/info
Foody's Theka,-,", , View Gallery",,₹150 for two people (approx.),"Foody's Theka
-
2
Dining Ratings
3.9
58
Delivery Ratings
Pizza, Sandwich, Burger, Shake, Beverages
Subhash Nagar Chauraha, Hazira, Near Pal Clinic, Birla Nagar, Gwalior
Closes in 1 hour 2 minutes
10:30am – 10:30pm (Today)
₹150 for two
+918959171679",https://www.zomato.com/gwalior/foodys-theka-birla-nagar/info
Kushwah Fast Food Center,-,", , View Gallery",,₹200 for two people (approx.),"Kushwah Fast Food Center
-
0
Dining Ratings
3.8
83
Delivery Ratings
Fast Food, Chinese, South Indian, Momos, Street Food
Yadav Market, Near Jiwaji University, City Center, Gwalior
Temporarily closed for delivery, will be back soon!
₹200 for two
+919171783603",https://www.zomato.com/gwalior/kushwah-fast-food-center-city-center/info
Pragyan Chinese Food,3.7,", , View Gallery",,₹300 for two people (approx.),"Pragyan Chinese Food
3.7
22
Dining Ratings
4.3
867
Delivery Ratings
Chinese, South Indian, Fast Food
Phoolbagh Chopati, Victoria Market, Lashkar, Gwalior
Closes in 32 minutes
12noon – 10pm (Today)
₹300 for two
+919713527074",https://www.zomato.com/gwalior/pragyan-chinese-food-lashkar/info
Shukla Tiffin Center And Mess,-,", , View Gallery",,₹300 for two people (approx.),"Shukla Tiffin Center And Mess
-
3
Dining Ratings
4.3
264
Delivery Ratings
North Indian, Chinese
16-A, Govindpuri University Road, Mahalgaon, Gwalior
Closes in 32 minutes
10:15am – 2pm, 6:30pm – 10pm (Today)
₹300 for two
+919753498436",https://www.zomato.com/gwalior/shukla-tiffin-center-and-mess-mahalgaon/info
Masala Junction,-,", , View Gallery",,₹400 for two people (approx.),"Masala Junction
-
1
Dining Ratings
3.6
62
Delivery Ratings
North Indian, Chinese, Biryani, Pizza, Fast Food, Street Food, Desserts, Beverages
40, 41, PM Awas Yojana, Opposite Yashodha Residency, City Center, Gwalior
Open now
1pm – 11:45pm (Today)
₹400 for two
+918770055986",https://www.zomato.com/gwalior/masala-junction-city-center/info
Balaji Soya Chaap Corner,-,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Balaji Soya Chaap Corner
-
2
Dining Ratings
3.5
62
Delivery Ratings
North Indian, Fast Food, Beverages
Opposite Sanchi Petrol Station, Prasad Nagar, Gwalior
Closes in 1 hour 32 minutes
7pm – 11pm (Today)
₹250 for two
+917999060315",https://www.zomato.com/gwalior/balaji-soya-chaap-corner-1-prasad-nagar/info
F3 - Food Court,-,", , View Gallery",,₹450 for two people (approx.),"F3 - Food Court
-
3
Dining Ratings
3.9
62
Delivery Ratings
North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Shake, Beverages
Basant Vihar, Lashkar, Gwalior
Open now
12:30pm – 11:45pm (Today)
₹450 for two
+919926230138",https://www.zomato.com/gwalior/f3-food-court-lashkar/info
Magpie Inn Resort,-,", , View Gallery",,₹400 for two people (approx.),"Magpie Inn Resort
-
2
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese
Gram Dongarpur, Gulmohar City, Gwalior
Closes in 31 minutes
10am – 10pm (Today)
₹400 for two
+917880009967",https://www.zomato.com/gwalior/magpie-inn-resort-gulmohar-city/info
The Black Sqaure,-,", , View Gallery",,₹350 for two people (approx.),"The Black Sqaure
-
0
Dining Ratings
-
0
Delivery Ratings
Pizza, Burger, Pasta
Lalitpur Colony, Hospital Road, Naya Bazaar, Gwalior
Closes in 1 hour 31 minutes
4pm – 11pm (Today)
₹350 for two
+917582924649",https://www.zomato.com/gwalior/the-black-sqaure-naya-bazaar/info
Krishna Bakers & Fast Food,-,", , View Gallery",,₹200 for two people (approx.),"Krishna Bakers & Fast Food
-
2
Dining Ratings
3.9
44
Delivery Ratings
Bakery, Fast Food
Kante Sahab Ka Baag, Shabd Pratap Ashram, Urvai Gate, Ghosipura, Gwalior
Closes in 1 hour 31 minutes
3pm – 11pm (Today)
₹200 for two
+918817354963",https://www.zomato.com/gwalior/krishna-bakers-fast-food-ghosipura/info
Cafe Brew Together,-,", , View Gallery",,₹600 for two people (approx.),"Cafe Brew Together
-
1
Dining Ratings
3.3
7
Delivery Ratings
Pizza, Sandwich, Italian, Chinese, Fast Food, South Indian, Shake, Beverages
B-105, Patel Nagar, Green Garden Road, City Center, Gwalior
Closes in 16 minutes
11:30am – 9:45pm (Today)
₹600 for two
+919770108313",https://www.zomato.com/gwalior/cafe-brew-together-city-center/info
Foodology,-,", , View Gallery",,₹200 for two people (approx.),"Foodology
-
1
Dining Ratings
3.3
5
Delivery Ratings
Pizza, Burger, Fast Food, Chinese, South Indian, Street Food, Beverages
B 3, Awadhpuri Collectorate Road 29, City Center, Gwalior
Closes in 1 hour 31 minutes
11am – 11pm (Today)
₹200 for two
+919826463505",https://www.zomato.com/gwalior/foodology-city-center/info
Hotel Manglam Inn,-,", , View Gallery",,"₹1,000 for two people (approx.)","Hotel Manglam Inn
-
0
Dining Ratings
-
2
Delivery Ratings
North Indian, Chinese, Beverages
Prem Plaza, Jyoti Nagar, Near Dwarkadhish Temple, Thatipur, Gwalior
Closes in 1 hour 31 minutes
11am – 11pm (Today)
₹1,000 for two
+917000953084",https://www.zomato.com/gwalior/hotel-manglam-inn-thatipur/info
Karwaan - Restro & Cafe,-,", , View Gallery",,₹300 for two people (approx.),"Karwaan - Restro & Cafe
-
2
Dining Ratings
4.0
17
Delivery Ratings
Pizza, Fast Food, Chinese, Street Food, Tea, Coffee, Shake
24, Vivekanand Colony, Patel Nagar Road, City Center, Gwalior
Closes in 31 minutes
1pm – 10pm (Today)
₹300 for two
+918964810199",https://www.zomato.com/gwalior/karwaan-restro-cafe-city-center/info
Tea Lobby Cafe,-,", , View Gallery",,₹200 for two people (approx.),"Tea Lobby Cafe
-
1
Dining Ratings
4.2
168
Delivery Ratings
Street Food, Pizza, Beverages, Fast Food, Sandwich, Pasta, Burger
M 312/1, Patali Hanuman Tansen Road, Near Petrol Pump, Birla Nagar, Gwalior
Closes in 1 hour 31 minutes
10am – 11pm (Today)
₹200 for two
+917805894849",https://www.zomato.com/gwalior/tea-lobby-cafe-birla-nagar/info
Madrasi Dosa,-,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Madrasi Dosa
-
0
Dining Ratings
4.1
710
Delivery Ratings
South Indian
City Plaza, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 1 minute
1:15pm – 10:30pm (Today)
₹250 for two
+919131697073",https://www.zomato.com/gwalior/madrasi-dosa-shinde-ki-chhawani/info
Avadh Food,-,", , View Gallery",,₹150 for two people (approx.),"Avadh Food
-
2
Dining Ratings
3.6
522
Delivery Ratings
Biryani, Kebab, Rolls
Sugandha Appartments, City Center, Gwalior
Closes in 31 minutes
11am – 10pm (Today)
₹150 for two
+918081880356",https://www.zomato.com/gwalior/avadh-food-city-center/info
Beeda Paan,-,", , View Gallery",,₹100 for two people (approx.),"Beeda Paan
-
0
Dining Ratings
4.3
75
Delivery Ratings
Paan
Chetakpuri Chauraha, Opposite Petrol Pump, Lashkar, Gwalior
Closes in 46 minutes
10:30am – 10:15pm (Today)
₹100 for two
+918982565404",https://www.zomato.com/gwalior/beeda-paan-lashkar/info
Poonam Sweet And Snacks,-,", , View Gallery",,₹100 for two people (approx.),"Poonam Sweet And Snacks
-
0
Dining Ratings
-
1
Delivery Ratings
Mithai, Fast Food
Shop 9, DD Nagar Metro Complex, Deen Dayal Nagar, Gwalior
Closes in 31 minutes
8am – 10pm (Today)
₹100 for two
+918319193014
+1 more",https://www.zomato.com/gwalior/poonam-sweet-and-snacks-deen-dayal-nagar/info
Dai Chinese Corner,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Dai Chinese Corner
-
1
Dining Ratings
3.7
202
Delivery Ratings
Chinese, Sandwich, Fast Food, South Indian, Beverages, Street Food
Chitnish Ki Goth, Opposite Govind Ashram, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 1 minute
11am – 10:30pm (Today)
₹300 for two
+918770353549",https://www.zomato.com/gwalior/dai-chinese-corner-shinde-ki-chhawani/info
Uncle Ka Panjabi Tadka,-,", , View Gallery",,₹300 for two people (approx.),"Uncle Ka Panjabi Tadka
-
2
Dining Ratings
-
0
Delivery Ratings
North Indian
7 Chauraha, Kalpana Nagar, Near Care Hospital, Morar, Gwalior
Closes in 1 hour
1pm – 10:30pm (Today)
₹300 for two
+917354491754
+1 more",https://www.zomato.com/gwalior/uncle-ka-panjabi-tadka-morar/info
Seth Ji Ka Dhaba And Family Restaurant,-,", , View Gallery",,₹400 for two people (approx.),"Seth Ji Ka Dhaba And Family Restaurant
-
2
Dining Ratings
4.0
6
Delivery Ratings
North Indian, Chinese
Agra Jhansi Bypass Road, Model Town, Gwalior
Open now
11am – 12midnight (Today)
₹400 for two
+919407512765",https://www.zomato.com/gwalior/seth-ji-ka-dhaba-and-family-restaurant-model-town/info
The Golden Cafee,-,", , View Gallery",,₹350 for two people (approx.),"The Golden Cafee
-
2
Dining Ratings
-
0
Delivery Ratings
Fast Food, Sandwich, Pizza, Street Food, Shake, Beverages
Kampoo Tiraha, Naya Bazaar, Gwalior
Closed
Opens tomorrow at 12:45pm
₹350 for two
+919516284376",https://www.zomato.com/gwalior/the-golden-cafee-naya-bazaar/info
Where's The Food,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Where's The Food
-
2
Dining Ratings
3.9
168
Delivery Ratings
North Indian, Chinese, Sandwich, Pizza, Fast Food, Street Food, Tea, Beverages
S-103, City Bazar, Thatipur, Gwalior
Closes in 1 hour 30 minutes
2pm – 11pm (Today)
₹300 for two
+917566322700",https://www.zomato.com/gwalior/wheres-the-food-thatipur/info
Neel Shri Food Point,-,", , View Gallery",,₹350 for two people (approx.),"Neel Shri Food Point
-
2
Dining Ratings
3.9
105
Delivery Ratings
North Indian, Chinese
6, Laxmibai Colony, Padav, Lashkar, Gwalior
Open now
12noon – 11:30pm (Today)
₹350 for two
+918085932444",https://www.zomato.com/gwalior/neel-shri-food-point-lashkar/info
Shri Hari Cafe And Restaurant,-,", , ₹350 for two people (approx.)",,₹350 for two people (approx.),"Shri Hari Cafe And Restaurant
-
3
Dining Ratings
3.5
222
Delivery Ratings
North Indian, Burger, Sandwich, Fast Food, Street Food
Jhansi Road, Near HP Petrol Pump, Vijaynagar, Gwalior
Open now
12midnight – 12:30am, 10am – 11:45pm (Today)
₹350 for two
+917987921690",https://www.zomato.com/gwalior/shri-hari-cafe-and-restaurant-1-vijaynagar/info
Mannat Cafe And Family Restaurant,-,", , View Gallery",,₹300 for two people (approx.),"Mannat Cafe And Family Restaurant
-
1
Dining Ratings
3.5
255
Delivery Ratings
North Indian, South Indian, Chinese, Fast Food, Beverages
Surya Mandir Road, Near Sanik Colony Gate, Pinto Park, Morar, Gwalior
Closes in 1 hour 30 minutes
1pm – 11pm (Today)
₹300 for two
+917999334238",https://www.zomato.com/gwalior/mannat-cafe-and-family-restaurant-morar/info
Roll S Mama,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Roll S Mama
-
1
Dining Ratings
4.1
59
Delivery Ratings
Chinese, Rolls, Momos
Ground Floor, Siddhi Vinayak Tower, Patel Nagar, City Center, Gwalior
Closes in 1 hour 30 minutes
12:30pm – 11pm (Today)
₹300 for two
+919893129996",https://www.zomato.com/gwalior/roll-s-mama-city-center/info
Mayur Family Restaurant,-,", , View Gallery",,₹200 for two people (approx.),"Mayur Family Restaurant
-
0
Dining Ratings
4.2
187
Delivery Ratings
North Indian, Chinese, Fast Food, Street Food, Healthy Food, Beverages
Tansen Road, Dr. Sukhani Opposite, Manmandir Talkies Near, Lohamandi, Gwalior
Open now
12noon – 12midnight (Today)
₹200 for two
+917869532180",https://www.zomato.com/gwalior/mayur-family-restaurant-lohamandi/info
Mangalam Inn Restaurant,-,", , View Gallery",,"₹1,000 for two people (approx.)","Mangalam Inn Restaurant
-
1
Dining Ratings
4.2
230
Delivery Ratings
South Indian, Chinese, Italian, Rolls, Fast Food, Desserts, Juices, Beverages
5, Block D, Adityapuram, Bhind Road, Deen Dayal Nagar, Gwalior
Closes in 1 hour 30 minutes
10am – 11pm (Today)
₹1,000 for two
+917566397969",https://www.zomato.com/gwalior/mangalam-inn-restaurant-deen-dayal-nagar/info
Art Of Momo,-,", , ₹150 for two people (approx.)",,₹150 for two people (approx.),"Art Of Momo
-
0
Dining Ratings
-
0
Delivery Ratings
Momos
Chauhan Piyau, Thatipur, Gwalior
Closes in 30 minutes
10am – 10pm (Today)
₹150 for two
+919993618580",https://www.zomato.com/gwalior/art-of-momo-thatipur/info
The Pakhras Waffles,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"The Pakhras Waffles
-
0
Dining Ratings
-
0
Delivery Ratings
Waffle
Shop 4, Phoolbagh, Chopati, Lashkar, Gwalior
Closes in 1 hour
10am – 10:30pm (Today)
₹300 for two
+916265384960",https://www.zomato.com/gwalior/the-pakhras-waffles-lashkar/info
Cafe TCFC,-,", , View Gallery",,₹600 for two people (approx.),"Cafe TCFC
-
1
Dining Ratings
4.3
67
Delivery Ratings
Cafe, Fast Food, Sandwich, Pizza, Street Food, Desserts, Beverages, Shake
Shop 41, Ground Floor, Dindayal City Mall, MLB Road, Lashkar, Gwalior
Open now
10:15am – 11:45pm (Today)
₹600 for two
+918630777825",https://www.zomato.com/gwalior/cafe-tcfc-lashkar/info
Punjabi Royal Food,-,", , View Gallery",,₹250 for two people (approx.),"Punjabi Royal Food
-
2
Dining Ratings
3.8
1,003
Delivery Ratings
North Indian, Chinese
Laxman Pura Padav, Tansen Road, Shinde Ki Chhawani, Gwalior
Open now
10am – 12midnight (Today)
₹250 for two
+917869383205",https://www.zomato.com/gwalior/punjabi-royal-food-1-shinde-ki-chhawani/info
The Lazy Pizza,-,", , View Gallery",,₹300 for two people (approx.),"The Lazy Pizza
-
3
Dining Ratings
-
2
Delivery Ratings
Pizza, Street Food, Bakery
Sharma Farm Road, Lohamandi, Gwalior
Closes in 1 hour 29 minutes
9am – 11pm (Today)
₹300 for two
+918269163143",https://www.zomato.com/gwalior/the-lazy-pizza-lohamandi/info
Love Tea Cafe,-,", , View Gallery",,₹300 for two people (approx.),"Love Tea Cafe
-
0
Dining Ratings
4.3
32
Delivery Ratings
Sandwich, Pizza, Fast Food, Chinese, Beverages, Shake
Near Urvai Gate, Vinay Nagar, Gwalior
Closes in 29 minutes
9:30am – 10pm (Today)
₹300 for two
+919340860297",https://www.zomato.com/gwalior/love-tea-cafe-vinay-nagar/info
Hotel Raj Mohan Palace,-,", , View Gallery",,₹600 for two people (approx.),"Hotel Raj Mohan Palace
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Beverages
National Highway 3, Anand Nagar, Gwalior
Closes in 1 hour 59 minutes
11am – 11:30pm (Today)
₹600 for two
+917089003315",https://www.zomato.com/gwalior/hotel-raj-mohan-palace-anand-nagar/info
Raja Ice Cream Parlour,-,", , View Gallery",,₹350 for two people (approx.),"Raja Ice Cream Parlour
-
0
Dining Ratings
3.9
353
Delivery Ratings
Ice Cream, Bakery, Desserts
Near NCC, Station Bajariya, Lashkar, Gwalior
Open now
12midnight – 2am, 1pm – 12midnight (Today)
₹350 for two
+919589535796",https://www.zomato.com/gwalior/raja-ice-cream-parlour-lashkar/info
Nirmal Restaurant,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Nirmal Restaurant
-
3
Dining Ratings
-
0
Delivery Ratings
Chinese, Fast Food, North Indian, Beverages
NH-44, Near Hanumaan Mandir, Highway Road, Lashkar, Gwalior
Closes in 1 hour 29 minutes
10am – 11pm (Today)
₹300 for two
+916264045241",https://www.zomato.com/gwalior/nirmal-restaurant-lashkar/info
Food Costa,-,", , View Gallery",,₹350 for two people (approx.),"Food Costa
-
2
Dining Ratings
4.0
7
Delivery Ratings
Pizza, Burger, Fast Food, South Indian, Biryani, Momos, Shake, Beverages
43A, Saraswati Nagar, University Road, Near Millennium Plaza, City Center, Gwalior
Closes in 1 hour 44 minutes
10:30am – 11:15pm (Today)
₹350 for two
+917828665869",https://www.zomato.com/gwalior/food-costa-city-center/info
Mom's Cafe & Restaurant,-,", , ₹450 for two people (approx.)",,₹450 for two people (approx.),"Mom's Cafe & Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
Pizza, Burger, Sandwich, Chinese, Street Food, Fast Food, Shake, Beverages
Phool Bagh, Opposite Sai Baba Mandir, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 29 minutes
11am – 11pm (Today)
₹450 for two
+919871304085",https://www.zomato.com/gwalior/moms-cafe-restaurant-shinde-ki-chhawani/info
The Brown Cafe,-,", , View Gallery",,₹300 for two people (approx.),"The Brown Cafe
-
0
Dining Ratings
-
0
Delivery Ratings
Fast Food, Chinese, Pizza, Sandwich, Beverages
Chauraha Bahodapur, Anand Nagar, Gwalior
Closes in 29 minutes
11am – 10pm (Today)
₹300 for two
+919516623447
+1 more",https://www.zomato.com/gwalior/the-brown-cafe-anand-nagar/info
