name,location,locality,city,cuisine,rating,votes,cost,main_cuisine
Global Fusion,"Times Square Tech Park,Sakinaka, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Sushi",4.5,716,2000,North Indian
FOO,"Vikhroli West, Central Suburbs",Central Suburbs,Mumbai,"Asian,  Chinese,  Japanese,  Sushi",4.7,50,1100,Asian
Kake Da Hotel,"Powai, Powai",Powai,Mumbai,"North Indian,  Chinese,  Mughlai",5.0,1,900,North Indian
PizzaExpress,"Hiranandani Business Park,Powai, Powai",Powai,Mumbai,"European,  Fast Food,  Italian",4.5,590,1400,European
Chili’s American Grill and Bar,"Ventura Building,Powai, Powai",Powai,Mumbai,"Mexican,  American,  Fast Food",4.2,699,2000,Mexican
Powai Social,"MHADA Colony 20, Powai",Powai,Mumbai,"North Indian,  Continental,  Asian,  Multi-Cuisine,  Chinese,  Fast Food",4.2,77,1600,North Indian
AB's - Absolute Barbecues,"Powai, Powai",Powai,Mumbai,"North Indian,  Barbecue",4.4,539,1200,North Indian
Mad Over Donuts,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,27,450,Desserts
Hitchki,"Hiranandani Business Park,Powai, Powai",Powai,Mumbai,"Modern Indian,  North Indian,  Fast Food",4.5,285,1500,Modern Indian
Frozen Bottle,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,76,500,Desserts
Hitchki,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,Modern Indian,4.3,613,1500,Modern Indian
Mad Over Donuts,"City Park Building,Powai, Powai",Powai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,63,450,Desserts
The Wine Table,"Ventura Building,Powai, Powai",Powai,Mumbai,"Finger Food,  Fast Food",4.7,3,1800,Finger Food
Elementaria Bakery Cafe,"Powai, Powai",Powai,Mumbai,"Desserts,  Fast Food,  Coffee",5.0,2,800,Desserts
Taco Bell,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,24,500,Fast Food
House of Mandarin,"Delphi Building,Powai, Powai",Powai,Mumbai,"Chinese,  Seafood,  Asian,  Sushi",4.7,40,2000,Chinese
Chaayos - Meri Wali Chai,"City Park Building,Powai, Powai",Powai,Mumbai,"Tea,  Street Food",4.0,48,500,Tea
Frozen Bottle,"Hiranandani, Powai",Powai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.7,50,500,Desserts
The Sassy Spoon,"Delphi Building,Powai, Powai",Powai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  European,  Desserts",4.3,96,1800,Multi-Cuisine
Lord of the Drinks,"Hiranandani, Powai",Powai,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",4.2,143,1500,North Indian
Vikhroli Social,"Imagine Studio,Vikhroli East, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.4,260,2000,North Indian
Bayroute,"Transocean House,Powai, Powai",Powai,Mumbai,"Lebanese,  Turkish,  Moroccan,  Greek",4.5,195,3000,Lebanese
Asian Wok,"Galleria Shopping Centre,Powai, Powai",Powai,Mumbai,"Asian,  Chinese,  Thai,  Seafood",3.8,5,800,Asian
Shaolin,"Galleria Shopping Centre,Powai, Powai",Powai,Mumbai,"North Indian,  Chinese,  Seafood",3.7,20,800,North Indian
Tibbs Frankie,"Powai, Powai",Powai,Mumbai,Fast Food,3.8,11,500,Fast Food
Spirit,"Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.9,18,2000,North Indian
Mini Punjab's Lake Side,"Powai, Powai",Powai,Mumbai,"North Indian,  Mughlai,  Chinese,  Seafood",4.0,472,1700,North Indian
Mia Cucina,"Transocean House,Powai, Powai",Powai,Mumbai,"Italian,  Continental",4.2,179,2200,Italian
Flax,"Powai Plaza,Powai, Powai",Powai,Mumbai,Health Food,4.0,1,900,Health Food
HAS Juices and More,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,Juice,2.7,3,400,Juice
Kosho,"Powai, Powai",Powai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Seafood,  Mughlai",4.2,10,1200,Multi-Cuisine
Fisherman's Cove - Taste on Palate,"Powai, Powai",Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Mangalorean",4.4,61,800,North Indian
Flava,"The Roa Hotel,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",3.9,9,1500,North Indian
Pop Tate's,"Sagar Pallazio Mall,Sakinaka, Andheri East",Andheri East,Mumbai,"Chinese,  Italian,  Continental",4.3,378,2000,Chinese
Tibbs Frankie,"R City Mall,Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,Fast Food,3.3,6,200,Fast Food
Gurukripa,"Powai, Powai",Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Asian",4.3,261,1400,North Indian
The Finch,"Chandivali, Powai",Powai,Mumbai,"North Indian,  Finger Food,  Chinese",4.3,252,2500,North Indian
Lake View Cafe,"Renaissance Mumbai Convention Centre Hotel,Powai, Powai",Powai,Mumbai,"North Indian,  Italian,  Continental",4.2,271,3000,North Indian
Pokket Cafe,"Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,Fast Food,4.2,5,500,Fast Food
Chimichurri,"Near Andheri East Station, Andheri East",Andheri East,Mumbai,"Chinese,  Asian",4.5,222,900,Chinese
Pizza Caprina,"Premier Emperor Building,Marol, Andheri East",Andheri East,Mumbai,"Pizza,  Italian",5.0,1,400,Pizza
Saptami,"Sakinaka, Andheri East",Andheri East,Mumbai,"North Indian,  Continental,  South Indian",4.4,301,2500,North Indian
Urban Tadka,"Sagar Pallazio Mall,Sakinaka, Andheri East",Andheri East,Mumbai,"North Indian,  Mughlai",4.4,247,1600,North Indian
Opa Bar,"The Peninsula Grand Hotel,Sakinaka, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Lebanese",4.2,239,3000,Multi-Cuisine
The Bigg Small Cafe + Bar,"Sakinaka, Andheri East",Andheri East,Mumbai,"Chinese,  Modern Indian,  Continental",4.4,59,1000,Chinese
Peninsula - The Spice of India,"The Peninsula Grand Hotel,Sakinaka, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",3.9,113,2000,Multi-Cuisine
Persian Darbar,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,299,1500,North Indian
Mahesh Lunch Home,"Sakinaka, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  Continental,  South Indian,  Seafood,  Coastal,  Indian Cuisine",4.3,66,1800,Multi-Cuisine
The Chocolate Room Bistro and Cafe,"Vallabh Vihar,Ghatkopar East, Central Suburbs",Central Suburbs,Mumbai,"Desserts,  Italian,  Chinese,  Mexican,  Multi-Cuisine,  Sizzlers,  Indian Cuisine",4.2,239,500,Desserts
Opa Cafe,"Sakinaka, Andheri East",Andheri East,Mumbai,"Mediterranean,  European,  Lebanese",3.4,11,3000,Mediterranean
Thambbi,"Ghatkopar West, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  South Indian",1.0,1,800,North Indian
5 Spice,"Sakinaka, Andheri East",Andheri East,Mumbai,"Chinese,  Thai,  Seafood",4.2,227,1000,Chinese
The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs",Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican",4.2,175,1600,Multi-Cuisine
Roots Of India,"Times Square Tech Park,Sakinaka, Andheri East",Andheri East,Mumbai,"North Indian,  Oriental ,  Chinese,  Seafood",4.0,186,2500,North Indian
Kakori House,"Sakinaka, Andheri East",Andheri East,Mumbai,"Mughlai,  Awadhi",4.0,14,1500,Mughlai
Bling by The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs",Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican",4.0,14,1600,Multi-Cuisine
Mad Over Donuts,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,41,450,Desserts
Nosh & Beyond,"Marol, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  European",4.8,7,1000,Multi-Cuisine
Tibbs Frankie,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",Central Suburbs,Mumbai,Fast Food,4.4,41,200,Fast Food
FoodPost,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese",4.0,1,1000,North Indian
1522 Bar & Kitchen,"M.I.D.C, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Continental,  Finger Food",4.3,112,1500,North Indian
Coffee Culture,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",Central Suburbs,Mumbai,"Fast Food,  Health Food,  Shakes,  North Indian,  Continental",4.0,260,1000,Fast Food
Fiona,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  South Indian,  Malvani",4.7,3,1000,North Indian
JW Cafe,"Sahar Airport Road, Andheri East",Andheri East,Mumbai,"North Indian,  Asian,  Japanese,  Seafood",4.7,404,4500,North Indian
All Stir Fry - Waterstones Hotel,"Marol, Andheri East",Andheri East,Mumbai,"Chinese,  Asian,  Japanese",4.4,152,2500,Chinese
Malhar Tribes,"Marol, Andheri East",Andheri East,Mumbai,"Chinese,  Seafood,  Goan,  Biryani",4.4,26,2000,Chinese
Taco Bell,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,16,500,Fast Food
Zytun - The Restaurant,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Oriental",4.0,100,1200,North Indian
Family Tree,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs",Central Suburbs,Mumbai,"Chinese,  European,  North Indian",4.2,295,1000,Chinese
White Barn - Waterstones Club,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  Continental",5.0,1,1400,North Indian
Keys Cafe - Keys Hotel Nestor,"Marol, Andheri East",Andheri East,Mumbai,"Continental,  North Indian,  Coffee",3.1,9,1000,Continental
Roots Cafe,"Marol, Andheri East",Andheri East,Mumbai,"Chinese,  Asian,  Continental",4.0,13,1200,Chinese
The Stables,"Marol, Andheri East",Andheri East,Mumbai,"Finger Food,  European,  British",4.2,193,1500,Finger Food
Rodeo Drive,"Marol, Andheri East",Andheri East,Mumbai,"American,  Italian,  Mexican",4.1,114,1200,American
Citrus,"Sahar Airport Road, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian,  Sushi",4.3,74,4000,Multi-Cuisine
Heroes,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Chinese,  Thai",4.1,105,2000,North Indian
Food Rush,"Marol, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese",4.3,6,800,North Indian
Le Cafe,"Hotel Jewel of Chembur,Chembur, Central Suburbs",Central Suburbs,Mumbai,"Italian,  Continental,  European",4.4,205,1200,Italian
Pickle And Pint by Destiny,"M.I.D.C, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Oriental ,  Fast Food",4.5,125,2200,Multi-Cuisine
Apna Dhaba,"Chakala, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Seafood",4.0,97,1200,North Indian
Navya,"M.I.D.C, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental",4.2,84,1500,Multi-Cuisine
China Gate,"M.I.D.C, Andheri East",Andheri East,Mumbai,"Chinese,  Seafood",4.4,180,1000,Chinese
Banjara,"M.I.D.C, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Continental",4.3,77,2000,North Indian
Amritsari Kulcha Junction,"Near Andheri East Station, Andheri East",Andheri East,Mumbai,"North Indian,  Street Food",4.4,10,500,North Indian
Something's Fishy,"M.I.D.C, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Seafood,  Malvani",4.4,238,2000,North Indian
Via Bombay,"Hotel Jewel of Chembur,Chembur, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Maharashtrian,  Chinese,  Parsi",4.3,83,1400,North Indian
Grand Central,"Chembur, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood",4.4,106,1200,North Indian
Rome Pizzeria,"Near Andheri East Station, Andheri East",Andheri East,Mumbai,"Italian,  Pizza",5.0,1,400,Italian
MoMo Cafe,"Courtyard by Marriott Hotel,Near Andheri East Station, Andheri East",Andheri East,Mumbai,"North Indian,  Continental",4.3,218,3000,North Indian
The Food Studio,"Mulund West, Central Suburbs",Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,689,1400,Multi-Cuisine
Prasad Food Divine,"Mulund West, Central Suburbs",Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",4.2,251,800,North Indian
Gallery Cafe,"M.I.D.C, Andheri East",Andheri East,Mumbai,"North Indian,  Fast Food,  Seafood",4.0,208,2500,North Indian
Persian Darbar,"Bandra Kurla Complex, Bandra",Bandra,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,45,1500,North Indian
Wowfillss,"Parel, South Mumbai",South Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",5.0,1,500,Bakery and Confectionary
Beans & Creme,"Radisson MIDC,Near Andheri East Station, Andheri East",Andheri East,Mumbai,"Desserts,  Bakery and Confectionary",4.3,4,700,Desserts
Crrave N Eat,"JB Nagar, Andheri East",Andheri East,Mumbai,"Fast Food,  Italian,  Continental",4.3,6,800,Fast Food
Qebab Quisine,"Radisson MIDC,Near Andheri East Station, Andheri East",Andheri East,Mumbai,"North Indian,  Mughlai",4.1,29,2800,North Indian
Butterfly High,"Godrej BKC Building,Bandra Kurla Complex, Bandra",Bandra,Mumbai,"Continental,  Finger Food,  Modern Indian",4.4,439,1800,Continental
Ganga,"M.I.D.C, Andheri East",Andheri East,Mumbai,"North Indian,  Chinese,  Street Food",2.9,5,500,North Indian
House of Asia,"Chakala, Andheri East",Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Oriental",4.2,26,2500,Multi-Cuisine
